qseqid,sample,pmatch_gsnap,pmatch_rapsearch,qlength,step_change,other_blast_contigs,blast_hits_gsnap_acc,blast_hits_gsnap_taxid,blast_hits_gsnap_lca,blast_hits_rapsearch_acc,blast_hits_rapsearch_taxid,blast_hits_rapsearch_lca,short,low_depth,blast_gsnap_ntax,blast_rapsearch_ntax,kingdom_gsnap,kingdom_rapsearch,taxid,kingdom,scientific_name,rank,Division,Genus,CommonName,cov
NODE_2400_length_487_cov_2.648780,CMS001_003_Ra_S2,0,0.22587268993839835,487,False,8,[],[],NA,"[""'POM76757.1'"", "" 'XP_001847527.1'"", "" 'XP_001868742.1'""]","['611791', ' 7176', ' 7176']",2759,False,False,0,2,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,2.648780
NODE_2193_length_504_cov_2.046838,CMS001_003_Ra_S2,0,0.034970238095238096,504,False,7,[],[],NA,"[""'PIK53570.1'""]",['307972'],307972,False,False,0,1,NA,Metazoa,307972,Metazoa,Apostichopus japonicus,species,sea cucumbers,Apostichopus,Japanese sea cucumber,2.046838
NODE_1753_length_549_cov_2.271186,CMS001_003_Ra_S2,0,0.02864120218579235,549,False,3,[],[],NA,"[""'EMP26984.1'""]",['8469'],8469,False,False,0,1,NA,Chordata,8469,Chordata,Chelonia mydas,species,turtles,Chelonia,Green sea turtle,2.271186
NODE_3447_length_420_cov_9.720117,CMS001_003_Ra_S2,0,0.047619047619047616,420,False,11,[],[],NA,"[""'XP_020734713.1'""]",['9880'],9880,False,False,0,1,NA,Chordata,9880,Chordata,Odocoileus virginianus texanus,subspecies,even-toed ungulates,Odocoileus,NA,9.720117
NODE_2917_length_449_cov_2.067204,CMS001_003_Ra_S2,0,0.7260579064587973,449,False,2,[],[],NA,"[""'PIC25505.1'"", "" 'PIC25506.1'""]","['1611254', ' 1611254']",1611254,False,False,0,2,NA,Metazoa,1611254,Metazoa,Caenorhabditis nigoni,species,nematodes,Caenorhabditis,NA,2.067204
NODE_5027_length_360_cov_4.519435,CMS001_003_Ra_S2,0.9972222222222222,0.8583333333333333,360,False,10,"[""'EU019263.2'"", "" 'XR_002883351.1'"", "" 'XR_002991502.1'""]","['1338630', ' 58331', ' 88036']",2759,"[""'KNE89549.1'""]",['1165861'],1165861,False,False,3,1,Eukaryota,Fungi,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,4.519435
NODE_7294_length_305_cov_2.118421,CMS001_003_Ra_S2,0.99672131147541,0.7901639344262295,305,False,74,"[""'CP023009.1'"", "" 'CP025084.1'""]","['1082704', ' 104623']",91347,"[""'ELL53845.1'"", "" 'GAB82662.1'""]","['702979', ' 630626']",543,False,False,2,2,Bacteria,Bacteria,91347,Bacteria,Enterobacterales,order,enterobacteria,NA,NA,2.118421
NODE_10466_length_265_cov_3.313830,CMS001_003_Ra_S2,0,0.8641509433962264,265,False,17,[],[],NA,"[""'AHZ34284.1'"", "" 'XP_019530302.1'""]","['8175', ' 7160']",33213,True,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,3.313830
NODE_2652_length_467_cov_49.484615,CMS001_003_Ra_S2,0,0.33832976445396146,467,False,28,[],[],NA,"[""'ASA47292.1'"", "" 'ASA47413.1'"", "" 'ASA47433.1'"", "" 'YP_009388622.1'""]","['2010272', ' 2010272', ' 2010272', ' 2010272']",2010272,False,False,0,2,NA,Viruses,2010272,Viruses,Culex mononega-like virus 2,species,viruses,NA,NA,49.484615
NODE_7886_length_294_cov_2.304147,CMS001_003_Ra_S2,0,0.5578231292517006,294,False,16,[],[],NA,"[""'XP_020734713.1'"", "" 'XP_025987667.1'""]","['9880', ' 13686']",33213,True,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,2.304147
NODE_7391_length_303_cov_2.252212,CMS001_003_Ra_S2,0,0.03970709570957096,303,False,13,[],[],NA,"[""'AVP26977.1'""]",['2125980'],2125980,False,False,0,1,NA,Viruses,2125980,Viruses,Grenada mosquito rhabdovirus 1,species,viruses,NA,NA,2.252212
NODE_8220_length_288_cov_22.085308,CMS001_003_Ra_S2,0.9895833333333334,0.9895833333333334,288,False,6660,"[""'AB061847.1'"", "" 'CP027083.1'"", "" 'NR_110378.1'"", "" 'NR_110389.1'"", "" 'NR_110394.1'""]","['9606', ' 72004', ' 9823', ' 9913', ' 9615']",1437010,"[""'XP_007193055.1'"", "" 'XP_010965357.1'"", "" 'XP_014421956.1'""]","['310752', ' 9837', ' 419612']",91561,True,False,5,3,Chordata,Chordata,91561,Chordata,Cetartiodactyla,no rank,even-toed ungulates,NA,"whales, hippos, ruminants, pigs, camels etc.",22.085308
NODE_8599_length_281_cov_2.147059,CMS001_003_Ra_S2,0,0.6441281138790036,281,False,7,[],[],NA,"[""'XP_020725112.1'"", "" 'XP_020725113.1'""]","['9880', ' 9880']",9880,True,False,0,2,NA,Chordata,9880,Chordata,Odocoileus virginianus texanus,subspecies,even-toed ungulates,Odocoileus,NA,2.147059
NODE_5864_length_337_cov_3.076923,CMS001_003_Ra_S2,0,0.6112759643916914,337,False,29,[],[],NA,"[""'XP_022609740.1'""]",['41447'],41447,False,False,0,1,NA,Chordata,41447,Chordata,Seriola dumerili,species,bony fishes,Seriola,greater amberjack,3.076923
NODE_10_length_3488_cov_4.936969,CMS001_003_Ra_S2,0,0.005733944954128441,3488,False,3,[],[],NA,"[""'KIS36590.1'""]",['727'],727,False,False,0,1,NA,Bacteria,727,Bacteria,Haemophilus influenzae,species,g-proteobacteria,Haemophilus,NA,4.936969
NODE_960_length_704_cov_21.097289,CMS001_003_Ra_S2,0.9857954545454546,0.8494318181818182,704,False,11,"[""'KX061879.1'"", "" 'KX061881.1'"", "" 'KX061884.1'"", "" 'XR_002827176.1'"", "" 'XR_003313602.1'""]","['61853', ' 9544', ' 9483', ' 59463', ' 116960']",1437010,"[""'XP_025149971.1'""]",['89462'],89462,False,False,5,1,Chordata,Chordata,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,21.097289
NODE_657_length_805_cov_45.303571,CMS001_003_Ra_S2,0.6322981366459627,0.5614906832298137,805,False,13,"[""'KX061874.1'"", "" 'KX061876.1'"", "" 'XR_002805825.1'"", "" 'XR_002805831.1'"", "" 'XR_003129431.1'""]","['9593', ' 9593', ' 9796', ' 9796', ' 286419']",1437010,"[""'XP_023494358.1'""]",['9796'],9796,False,False,4,1,Chordata,Chordata,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,45.303571
NODE_10059_length_268_cov_2.272251,CMS001_003_Ra_S2,0,0.41044776119402987,268,False,4,[],[],NA,"[""'XP_007462908.1'""]",['118797'],118797,True,False,0,1,NA,Chordata,118797,Chordata,Lipotes vexillifer,species,whales & dolphins,Lipotes,Yangtze River dolphin,2.272251
NODE_73_length_1655_cov_5.732573,CMS001_003_Ra_S2,0,0.15166163141993955,1655,False,4,[],[],NA,"[""'XP_020741551.1'"", "" 'XP_020741566.1'""]","['9880', ' 9880']",9880,False,False,0,2,NA,Chordata,9880,Chordata,Odocoileus virginianus texanus,subspecies,even-toed ungulates,Odocoileus,NA,5.732573
NODE_3777_length_405_cov_22.615854,CMS001_003_Ra_S2,0.9950617283950616,0.9160493827160494,405,False,16,"[""'EU234452.1'"", "" 'KX061874.1'"", "" 'KX061876.1'"", "" 'KX061884.1'"", "" 'KX061886.1'""]","['9874', ' 9593', ' 9593', ' 9483', ' 9598']",1437010,"[""'DAA15281.1'"", "" 'DAA15285.1'"", "" 'DAA15286.1'"", "" 'DAA15290.1'"", "" 'DAA15291.1'""]","['9913', ' 9913', ' 9913', ' 9913', ' 9913']",9913,False,False,4,2,Chordata,Chordata,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,22.615854
NODE_1112_length_660_cov_2.703259,CMS001_003_Ra_S2,0,0.3196969696969697,660,False,91,[],[],NA,"[""'KRG00484.1'"", "" 'XP_002385618.1'""]","['7260', ' 332952']",33154,False,False,0,2,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,2.703259
NODE_5774_length_339_cov_2.320611,CMS001_003_Ra_S2,0,0.448377581120944,339,False,12,[],[],NA,"[""'EAW89696.1'"", "" 'XP_023584967.1'""]","['9606', ' 127582']",9347,False,False,0,2,NA,Chordata,9347,Chordata,Eutheria,no rank,placentals,NA,placentals,2.320611
NODE_4281_length_386_cov_29.252427,CMS001_003_Ra_S2,0,0.4067357512953368,386,False,14,[],[],NA,"[""'XP_014202159.1'""]",['9597'],9597,False,False,0,1,NA,Chordata,9597,Chordata,Pan paniscus,species,primates,Pan,pygmy chimpanzee,29.252427
NODE_1359_length_610_cov_8.517824,CMS001_003_Ra_S2,0.9983606557377048,0.6344262295081967,610,False,4211,"[""'AK239829.1'"", "" 'CP027095.1'"", "" 'EU823286.1'"", "" 'JN412502.1'"", "" 'NR_046271.1'""]","['9823', ' 72004', ' 9874', ' 89462', ' 9796']",314145,"[""'XP_024345032.1'""]",['6210'],6210,False,False,5,1,Chordata,Metazoa,314145,Chordata,Laurasiatheria,superorder,placentals,NA,NA,8.517824
NODE_7710_length_297_cov_7.940909,CMS001_003_Ra_S2,0.9831649831649832,0.9831649831649832,297,False,6675,"[""'AF052051.1'"", "" 'CP011905.1'"", "" 'CP027092.1'"", "" 'FO393396.1'""]","['9606', ' 112262', ' 72004', ' 9913']",1437010,"[""'ELK37276.1'"", "" 'ELK38641.1'""]","['225400', ' 225400']",225400,True,False,4,2,Chordata,Chordata,225400,Chordata,Myotis davidii,species,bats,Myotis,NA,7.940909
NODE_4067_length_394_cov_2.227129,CMS001_003_Ra_S2,0.9974619289340102,0.8527918781725888,394,False,24,"[""'AY048815.1'"", "" 'CP001759.1'"", "" 'CP015994.2'"", "" 'CP023730.1'""]","['770', ' 574556', ' 1248439', ' 770']",768,"[""'EDR96158.1'""]",['411490'],411490,False,False,4,1,Bacteria,Bacteria,768,Bacteria,Anaplasma,genus,a-proteobacteria,NA,NA,2.227129
NODE_1411_length_602_cov_2.718095,CMS001_003_Ra_S2,0,0.6810631229235881,602,False,5,[],[],NA,"[""'RLQ72374.1'""]",['10029'],10029,False,False,0,1,NA,Chordata,10029,Chordata,Cricetulus griseus,species,rodents,Cricetulus,Chinese hamster,2.718095
NODE_465_length_908_cov_3.251504,CMS001_003_Ra_S2,0,0.2422907488986784,908,False,3,[],[],NA,"[""'Q61656.2'"", "" 'XP_001651749.1'"", "" 'XP_019549802.1'""]","['10090', ' 7159', ' 7160']",33213,False,False,0,3,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,3.251504
NODE_67_length_1724_cov_9.762599,CMS001_003_Ra_S2,0,0.904292343387471,1724,False,11,[],[],NA,"[""'APG78260.1'""]",['1923025'],1923025,False,False,0,1,NA,Viruses,1923025,Viruses,Hubei partiti-like virus 19,species,viruses,NA,NA,9.762599
NODE_305_length_1065_cov_2.871457,CMS001_003_Ra_S2,0.9990610328638496,0.6995305164319249,1065,False,24,"[""'AY048815.1'"", "" 'CP001759.1'"", "" 'CP015994.2'"", "" 'CP023730.1'""]","['770', ' 574556', ' 1248439', ' 770']",768,"[""'CCG06598.1'""]",['1150469'],1150469,False,False,4,1,Bacteria,Bacteria,768,Bacteria,Anaplasma,genus,a-proteobacteria,NA,NA,2.871457
NODE_2831_length_454_cov_2.074271,CMS001_003_Ra_S2,0,0.042676211453744485,454,False,13,[],[],NA,"[""'XP_020392021.1'""]",['259920'],259920,False,False,0,1,NA,Chordata,259920,Chordata,Rhincodon typus,species,sharks and rays,Rhincodon,whale shark,2.074271
NODE_947_length_480_cov_3.898263,CMS001_035_Ra_S20,0.3835811041666667,0.79375,480,False,46,"[""'XM_001865955.1'""]",['7176'],7176,"[""'CUG93999.1'""]",['75058'],75058,False,False,1,1,Arthropoda,Eukaryota,75058,Eukaryota,Bodo saltans,species,kinetoplastids,Bodo,NA,3.898263
NODE_455_length_647_cov_3.875439,CMS001_035_Ra_S20,0.7557959814528593,0.7357032457496137,647,False,14,"[""'FR798990.1'"", "" 'FR798994.1'"", "" 'FR799569.1'"", "" 'FR799586.1'"", "" 'XM_015800898.1'""]","['420245', ' 420245', ' 929439', ' 929439', ' 157538']",1286322,"[""'XP_015660905.1'""]",['157538'],157538,False,False,4,1,Eukaryota,Eukaryota,1286322,Eukaryota,Leishmaniinae,subfamily,kinetoplastids,NA,NA,3.875439
NODE_2342_length_318_cov_2.435685,CMS001_035_Ra_S20,0,0.06918238993710693,318,False,4,[],[],NA,"[""'KPI86542.1'""]",['5684'],5684,False,False,0,1,NA,Eukaryota,5684,Eukaryota,Leptomonas seymouri,species,kinetoplastids,Leptomonas,NA,2.435685
NODE_285_length_799_cov_2.407202,CMS001_035_Ra_S20,0.4530663329161452,0.44180225281602,799,False,36,"[""'CP009399.1'"", "" 'CP018598.1'"", "" 'CP029529.1'"", "" 'FR799005.1'"", "" 'XM_015798422.1'""]","['5679', ' 5661', ' 5661', ' 420245', ' 157538']",1286322,"[""'XP_001566088.1'"", "" 'XP_001684332.1'"", "" 'XP_015661883.1'""]","['420245', ' 347515', ' 157538']",1286322,False,False,4,3,Eukaryota,Eukaryota,1286322,Eukaryota,Leishmaniinae,subfamily,kinetoplastids,NA,NA,2.407202
NODE_1377_length_404_cov_3.639144,CMS001_035_Ra_S20,0.6237623762376238,0.6138613861386139,404,False,36,"[""'CP022650.1'"", "" 'CP027835.1'"", "" 'FR796467.1'"", "" 'U35460.1'"", "" 'XM_015797076.1'""]","['5661', ' 5671', ' 435258', ' 5671', ' 157538']",1286322,"[""'CCW64405.1'"", "" 'XP_003392739.1'"", "" 'XP_009306819.1'"", "" 'XP_010702297.1'"", "" 'XP_807547.1'""]","['134006', ' 435258', ' 71804', ' 5679', ' 353153']",5654,False,False,4,5,Eukaryota,Eukaryota,1286322,Eukaryota,Leishmaniinae,subfamily,kinetoplastids,NA,NA,3.639144
NODE_119_length_1090_cov_2.855874,CMS001_035_Ra_S20,0.6018348623853211,0.5963302752293578,1090,False,39,"[""'CP009388.1'"", "" 'CP022634.1'"", "" 'FR798993.1'"", "" 'LN609245.1'""]","['5679', ' 5661', ' 420245', ' 5681']",5658,"[""'KPI82446.1'"", "" 'XP_001564147.1'"", "" 'XP_001564148.1'"", "" 'XP_003874199.1'"", "" 'XP_015661068.1'""]","['5684', ' 420245', ' 420245', ' 929439', ' 157538']",1286322,False,False,4,4,Eukaryota,Eukaryota,5658,Eukaryota,Leishmania,genus,kinetoplastids,NA,NA,2.855874
NODE_5_length_3680_cov_5.105468,CMS001_035_Ra_S20,0,0.27092391304347824,3680,False,25,[],[],NA,"[""'EAT33912.1'"", "" 'KPI88091.1'"", "" 'XP_001844272.1'""]","['7159', ' 5684', ' 7176']",2759,False,False,0,3,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,5.105468
NODE_577_length_592_cov_3.988350,CMS001_035_Ra_S20,0.6976351351351351,0.6570945945945946,592,False,32,"[""'CP022625.1'"", "" 'FR796406.1'"", "" 'FR799563.1'""]","['5661', ' 347515', ' 929439']",38568,"[""'ACY06330.1'"", "" 'XP_015654461.1'""]","['5661', ' 157538']",1286322,False,False,3,2,Eukaryota,Eukaryota,38568,Eukaryota,Leishmania,subgenus,kinetoplastids,NA,NA,3.988350
NODE_177_length_954_cov_4.727480,CMS001_035_Ra_S20,0.8364779874213837,0.8228511530398323,954,False,38,"[""'CP027830.1'""]",['5671'],5671,"[""'AGT02663.1'"", "" 'O43938.2'"", "" 'XP_003392704.1'"", "" 'XP_003877497.1'"", "" 'XP_015661937.1'""]","['59798', ' 5671', ' 435258', ' 929439', ' 157538']",1286322,False,False,1,5,Eukaryota,Eukaryota,5671,Eukaryota,Leishmania infantum,species,kinetoplastids,Leishmania,NA,4.727480
NODE_519_length_617_cov_2.231481,CMS001_035_Ra_S20,0,0.4878444084278768,617,False,11,[],[],NA,"[""'AYU83802.1'"", "" 'XP_003879332.1'""]","['5661', ' 929439']",38568,False,False,0,2,NA,Eukaryota,38568,Eukaryota,Leishmania,subgenus,kinetoplastids,NA,NA,2.231481
NODE_66_length_1471_cov_2.573171,CMS001_035_Ra_S20,0.7369136641740313,0.7355540448674371,1471,False,NA,"[""'AF047493.1'"", "" 'AY029072.1'"", "" 'DQ910928.1'"", "" 'KJ713332.1'"", "" 'KJ713339.1'""]","['5656', ' 157538', ' 462205', ' 796356', ' 796356']",1286322,"[""'AAK32964.1'"", "" 'AAY83837.1'"", "" 'AEX31182.1'"", "" 'O96423.3'"", "" 'XP_015661826.1'""]","['157538', ' 332677', ' 157538', ' 5656', ' 157538']",1286322,False,False,4,4,Eukaryota,Eukaryota,1286322,Eukaryota,Leishmaniinae,subfamily,kinetoplastids,NA,NA,2.573171
NODE_2889_length_283_cov_2.281553,CMS001_035_Ra_S20,0,0.7279151943462897,283,False,27,[],[],NA,"[""'AYU81871.1'"", "" 'XP_001467994.1'"", "" 'XP_001863561.1'"", "" 'XP_003878152.1'"", "" 'XP_015665222.1'""]","['5661', ' 435258', ' 7176', ' 929439', ' 157538']",2759,True,False,0,5,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,2.281553
NODE_1819_length_358_cov_5.120996,CMS001_035_Ra_S20,0.994413407821229,0.9972067039106144,358,False,128,"[""'CP017671.1'"", "" 'CP023536.1'"", "" 'CP029736.1'"", "" 'CP031123.1'"", "" 'LS483467.1'""]","['587', ' 126385', ' 587', ' 2027290', ' 126385']",586,"[""'SFE10583.1'"", "" 'SFU39565.1'""]","['1855371', ' 351659']",91347,False,False,4,2,Bacteria,Bacteria,91347,Bacteria,Enterobacterales,order,enterobacteria,NA,NA,5.120996
NODE_681_length_553_cov_2.926471,CMS001_035_Ra_S20,0,0.18987341772151897,553,False,10,[],[],NA,"[""'XP_001468565.1'""]",['435258'],435258,False,False,0,1,NA,Eukaryota,435258,Eukaryota,Leishmania infantum JPCM5,no rank,kinetoplastids,Leishmania,NA,2.926471
NODE_190_length_932_cov_4.628070,CMS001_035_Ra_S20,0,0.3079399141630901,932,False,10,[],[],NA,"[""'XP_001682604.1'"", "" 'XP_015658744.1'""]","['347515', ' 157538']",1286322,False,False,0,2,NA,Eukaryota,1286322,Eukaryota,Leishmaniinae,subfamily,kinetoplastids,NA,NA,4.628070
NODE_283_length_802_cov_4.240000,CMS001_035_Ra_S20,0.600997506234414,0.43640897755610975,802,False,12,"[""'CP018579.1'"", "" 'CP022628.1'"", "" 'FR796409.1'"", "" 'FR796445.1'"", "" 'XM_015806590.1'""]","['5661', ' 5661', ' 347515', ' 435258', ' 157538']",1286322,"[""'KPI88630.1'"", "" 'XP_001464077.1'"", "" 'XP_001681801.1'"", "" 'XP_010697128.1'"", "" 'XP_015654956.1'""]","['5684', ' 435258', ' 347515', ' 5679', ' 157538']",1286322,False,False,5,5,Eukaryota,Eukaryota,1286322,Eukaryota,Leishmaniinae,subfamily,kinetoplastids,NA,NA,4.240000
NODE_804_length_516_cov_2.350797,CMS001_035_Ra_S20,0.9457364341085271,0.9166666666666666,516,False,50,"[""'CP027830.1'"", "" 'CP029529.1'"", "" 'FR796426.1'"", "" 'KC543661.1'"", "" 'XM_015800311.1'""]","['5671', ' 5661', ' 347515', ' 157538', ' 157538']",1286322,"[""'XP_001683057.1'"", "" 'XP_001684943.1'"", "" 'XP_003392474.1'"", "" 'XP_015656709.1'""]","['347515', ' 347515', ' 435258', ' 157538']",1286322,False,False,4,4,Eukaryota,Eukaryota,1286322,Eukaryota,Leishmaniinae,subfamily,kinetoplastids,NA,NA,2.350797
NODE_1866_length_354_cov_5.270758,CMS001_035_Ra_S20,0,0.6073446327683616,354,False,5,[],[],NA,"[""'XP_015660221.1'""]",['157538'],157538,False,False,0,1,NA,Eukaryota,157538,Eukaryota,Leptomonas pyrrhocoris,species,kinetoplastids,Leptomonas,NA,5.270758
NODE_458_length_646_cov_2.198594,CMS001_035_Ra_S20,0.6594427244582043,0.6160990712074303,646,False,45,"[""'FR796431.1'"", "" 'XM_015796568.1'""]","['347515', ' 157538']",1286322,"[""'KPI88809.1'"", "" 'XP_003722597.1'"", "" 'XP_015664576.1'""]","['5684', ' 347515', ' 157538']",1286322,False,False,2,3,Eukaryota,Eukaryota,1286322,Eukaryota,Leishmaniinae,subfamily,kinetoplastids,NA,NA,2.198594
NODE_695_length_548_cov_3.796178,CMS001_035_Ra_S20,0.7043795620437956,0.6770072992700731,548,False,105,"[""'CP029535.1'"", "" 'FR796432.1'"", "" 'FR796468.1'""]","['5661', ' 347515', ' 435258']",38568,"[""'KPI86761.1'"", "" 'XP_001469496.1'"", "" 'XP_001686679.1'"", "" 'XP_010703047.1'"", "" 'XP_015658430.1'""]","['5684', ' 435258', ' 347515', ' 5679', ' 157538']",1286322,False,False,3,5,Eukaryota,Eukaryota,38568,Eukaryota,Leishmania,subgenus,kinetoplastids,NA,NA,3.796178
NODE_1792_length_360_cov_560.692580,CMS001_035_Ra_S20,0.9944444444444444,0.9916666666666668,360,False,48,"[""'AB175622.1'"", "" 'AB175623.1'"", "" 'AB175624.1'"", "" 'AB175626.1'"", "" 'AB190228.1'""]","['169531', ' 169531', ' 169531', ' 269066', ' 269061']",669453,"[""'XP_828090.1'""]",['185431'],185431,False,False,4,1,Eukaryota,Eukaryota,669453,Eukaryota,Trypanosoma with unspecified subgenus,no rank,kinetoplastids,NA,NA,560.692580
NODE_798_length_518_cov_2.183673,CMS001_035_Ra_S20,0.9613899613899614,0.6814671814671814,518,False,30,"[""'CP009388.1'"", "" 'FR796415.1'"", "" 'FR798993.1'"", "" 'XM_015797461.1'"", "" 'XM_015799444.1'""]","['5679', ' 347515', ' 420245', ' 157538', ' 157538']",1286322,"[""'XP_001467728.1'"", "" 'XP_001564133.1'"", "" 'XP_001682583.1'"", "" 'XP_003392409.1'"", "" 'XP_015661046.1'""]","['435258', ' 420245', ' 347515', ' 435258', ' 157538']",1286322,False,False,4,5,Eukaryota,Eukaryota,1286322,Eukaryota,Leishmaniinae,subfamily,kinetoplastids,NA,NA,2.183673
NODE_310_length_765_cov_2.257267,CMS001_035_Ra_S20,0.615686274509804,0.5947712418300654,765,False,4,"[""'CP022637.1'"", "" 'FR799575.1'""]","['5661', ' 929439']",38568,"[""'KPI82398.1'"", "" 'XP_001564959.1'"", "" 'XP_001683195.1'"", "" 'XP_015664075.1'""]","['5684', ' 420245', ' 347515', ' 157538']",1286322,False,False,2,4,Eukaryota,Eukaryota,38568,Eukaryota,Leishmania,subgenus,kinetoplastids,NA,NA,2.257267
NODE_385_length_688_cov_2.584288,CMS001_035_Ra_S20,0.5872093023255814,0.561046511627907,688,False,126,"[""'CP022651.1'"", "" 'CP029535.1'"", "" 'FR796468.1'""]","['5661', ' 5661', ' 435258']",38574,"[""'AYU83819.1'"", "" 'KPI87374.1'"", "" 'XP_003874680.1'"", "" 'XP_015659754.1'"", "" 'XP_015659936.1'""]","['5661', ' 5684', ' 929439', ' 157538', ' 157538']",1286322,False,False,3,4,Eukaryota,Eukaryota,38574,Eukaryota,Leishmania donovani species complex,species group,kinetoplastids,NA,NA,2.584288
NODE_83_length_1268_cov_2.375315,CMS001_035_Ra_S20,0.7783911671924291,0.668769716088328,1268,False,35,"[""'CP022642.1'""]",['5661'],5661,"[""'AYU80024.1'"", "" 'XP_001565909.1'"", "" 'XP_003721948.1'"", "" 'XP_015659413.1'"", "" 'XP_015659415.1'""]","['5661', ' 420245', ' 347515', ' 157538', ' 157538']",1286322,False,False,1,4,Eukaryota,Eukaryota,5661,Eukaryota,Leishmania donovani,species,kinetoplastids,Leishmania,NA,2.375315
NODE_61_length_1539_cov_68.901505,CMS001_035_Ra_S20,0.9624833333333334,0.8953866146848602,1539,False,14,"[""'MH188029.1'""]",['2304483'],2304483,"[""'AXQ04823.1'""]",['2304483'],2304483,False,False,1,1,Viruses,Viruses,2304483,Viruses,Culex mosquito virus 3,species,viruses,NA,NA,68.901505
NODE_99_length_1180_cov_509.263826,CMS001_035_Ra_S20,0.9974576271186439,0.7457627118644068,1180,False,181,"[""'AB175625.1'"", "" 'AB190228.1'"", "" 'CP015657.1'"", "" 'CP015675.1'"", "" 'L22334.1'""]","['269061', ' 269061', ' 85057', ' 85057', ' 5693']",5690,"[""'CDW75723.1'""]",['5949'],5949,False,False,4,1,Eukaryota,Eukaryota,5690,Eukaryota,Trypanosoma,genus,kinetoplastids,NA,NA,509.263826
NODE_357_length_712_cov_2.036220,CMS001_035_Ra_S20,0,0.5351123595505618,712,False,75,[],[],NA,"[""'KID80942.1'""]",['1276143'],1276143,False,False,0,1,NA,Fungi,1276143,Fungi,Metarhizium majus ARSEF 297,no rank,ascomycetes,Metarhizium,NA,2.036220
NODE_14_length_3013_cov_6.872956,CMS001_035_Ra_S20,0,0.10089611682708263,3013,False,12,[],[],NA,"[""'ORC91361.1'"", "" 'XP_015659631.1'""]","['67003', ' 157538']",5654,False,False,0,2,NA,Eukaryota,5654,Eukaryota,Trypanosomatidae,family,kinetoplastids,NA,NA,6.872956
NODE_591_length_587_cov_2.011765,CMS001_035_Ra_S20,0,0.6729131175468483,587,False,24,[],[],NA,"[""'XP_015652774.1'""]",['157538'],157538,False,False,0,1,NA,Eukaryota,157538,Eukaryota,Leptomonas pyrrhocoris,species,kinetoplastids,Leptomonas,NA,2.011765
NODE_524_length_616_cov_2.649351,CMS001_035_Ra_S20,0.8685064935064936,0.5340909090909091,616,False,98,"[""'CP027836.1'"", "" 'FR796432.1'"", "" 'FR796468.1'"", "" 'FR799573.1'""]","['5671', ' 347515', ' 435258', ' 929439']",38568,"[""'XP_001469504.1'"", "" 'XP_001568732.1'"", "" 'XP_001686670.1'"", "" 'XP_003865221.1'"", "" 'XP_015658413.1'""]","['435258', ' 420245', ' 347515', ' 5661', ' 157538']",1286322,False,False,4,5,Eukaryota,Eukaryota,38568,Eukaryota,Leishmania,subgenus,kinetoplastids,NA,NA,2.649351
