Sample	ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	mismatches	uncertainty	depth	maxMAF	ADC_Bla	AMPH_Ecoli_Bla	Aac3-IIa_AGly	Aac3-I_AGly	Aac3-Iva_AGly	Aac6-32_AGly	Aac6-33_AGly	Aac6-IIc_AGly	Aac6-Iaf_AGly	AacAad_AGly	AadA4-5_AGly	AadA_AGly	AadB_AGly	AmpC1_Ecoli_Bla	AmpC2_Ecoli_Bla	AmpH_Bla	Aph3''Ia_AGly	Aph4-Ia_AGly	AphA6_AGly	ArmA_AGly	Arr_Rif	BlaA1_Bla	BlaA2_Bla	CMY_Bla	CTX-M-1_Bla	CTX-M-9_Bla	CatA1_Phe	CatA2_Phe	CatBx_Phe	CmlA_Phe	DHA_Bla	DfrA1_Tmt	DfrA27_Tmt	DfrA5_Tmt	DfrA7_Tmt	DfrA8_Tmt	DfrA_Tmt	DfrB_Tmt	EreA_MLS	Erm42_MLS	ErmB_MLS	ErmC_MLS	FloR_Phe	FosA_Fcyn	IMP-1_Bla	KPC-1_Bla	LAP_Bla	Mbl_Bla	MphA_MLS	MphE_MLS	MrdA_Bla	MsrE_MLS	NDM-1_Bla	OXA-1_Bla	OXA-237_Bla	OXA-2_Bla	OXA-48_Bla	OXA-51_Bla	OXA-7_Bla	OXA-9_Bla	OqxA_Flq	OqxB_Flq	Qnr-A_Flq	Qnr-S_Flq	QnrB_Flq	RmtB_AGly	RmtC_AGly	RmtF_AGly	SHV-OKP-LEN_Bla	Sat-2A_AGly	StrA_AGly	StrB_AGly	SulIII_Sul	SulII_Sul	SulI_Sul	TEM-1D_Bla	TetA_Tet	TetB_Tet	TetC_Tet	TetD_Tet	VIM-1_Bla	Zn-dependent_hydrolase_Bla
SRR2915818	258	3	3	1	1	1	1	79	mdh_1/trun	-	31.732	0.142857142857	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR2915819	258	3	3	1	1	1	1	79	0	-	31.3717142857	0.290322580645	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA3_1610*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-183_1022*	-	-	-	-	-	-
SRR2915820	258	3	3	1	1	1	1	79	0	-	29.9912857143	0.277777777778	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-150_999*	-	-	-	-	-	-
SRR2915821	258	3	3	1	1	1	1	79	0	-	35.8502857143	0.301886792453	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-171_1017*	-	-	-	-	-	-
SRR2915822	258	3	3	1	1	1	1	79	0	-	27.4148571429	0.279069767442	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-150_999*	-	-	-	-	-	-
SRR2915823	NF	3	3	88	1	1	1	79	0	-	36.6732857143	0.27868852459	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA15_1602*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-90_943*	-	-	-	-	-	-
SRR2915824	258	3	3	1	1	1	1	79	mdh_1/trun	-	36.361	0.2	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA17_1603*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-171_1017*	-	-	-	-	-	-
SRR2915825	258	3	3	1	1	1	1	79	0	-	61.4797142857	0.207547169811	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-183_1022*	-	-	-	-	-	-
SRR2915826	258	3	3	1	1	1	1	79	0	-	60.4692857143	0.19387755102	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-191_1029*	-	-	-	-	-	-
SRR2915827	258	3	3	1	1	1	1	79	0	-	51.0154285714	0.25	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA3_1610*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-183_1022*	-	-	-	-	-	-
SRR2915828	258	3	3	1	1	1	1	79	0	-	57.6855714286	0.18	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR2915829	258	3	3	1	1	1	1	79	0	-	57.641	0.142857142857	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR2915830	258	3	3	1	1	1	1	79	0	-	52.8175714286	0.140186915888	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-183_1022*	-	-	-	-	-	-
SRR2915831	258	3	3	1	1	1	1	79	0	-	72.8431428571	0.21186440678	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-191_1029*	-	-	-	-	-	-
SRR2915832	258	3	3	1	1	1	1	79	mdh_1/trun	-	64.6174285714	0.174757281553	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-90_943*	-	-	-	-	-	-
SRR3219268	34	2	3	6	1	9	7	4	0	-	61.781	0.13	-	-	Aac3-IId_884*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	EreA2_48*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-181_262	-	-	-	-	OqxB_49*	-	-	-	-	-	-	SHV-26_1296	-	StrA_1501*	StrB_1614*	-	SulII_1219	SulI_1616	-	TetA_1545	-	-	-	-	-
SRR3219271	34	2	3	6	1	9	7	4	0	-	76.2934285714	0.160714285714	-	-	Aac3-IId_884*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	ArmA_65	Arr2_274	-	-	-	CTX-M-15_150	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	EreA_839*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-181_262	-	-	-	-	-	-	-	-	-	-	-	SHV-26_1296	-	-	-	-	SulII_1219*	SulI_1616	-	TetA_1545	-	-	-	-	-
SRR3219817	34	2	3	6	1	9	7	4	0	-	39.7942857143	0.235294117647	-	-	Aac3-IId_884*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	ArmA_65	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-181_262	-	-	-	-	-	-	-	-	-	-	-	SHV-26_1296	-	-	-	-	SulII_1219	SulI_1616	-	TetA_1545	-	-	-	-	-
SRR3219826	34	2	3	6	1	9	7	4	0	-	69.3071428571	0.16393442623	-	-	Aac3-IId_884*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	ArmA_65	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-181_262	-	-	-	-	-	-	-	-	-	-	-	SHV-26_1296	-	-	-	-	SulII_1219	SulI_1616	-	TetA_1545	-	-	-	-	-
SRR3219827	34	2	3	6	1	9	7	4	0	-	22.2094285714	0.48275862069	-	-	Aac3-IId_884*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	ArmA_65	Arr2_274	-	-	-	CTX-M-15_150	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-181_262	-	-	-	-	-	-	-	-	-	-	-	SHV-26_1296	-	-	-	-	SulII_1219	SulI_1616	-	TetA_1545	-	-	-	-	-
SRR3219831	34	2	3	6	1	9	7	4	0	-	76.6965714286	0.158620689655	-	-	Aac3-IId_884*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	ArmA_65	Arr2_274	-	-	-	CTX-M-15_150	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	EreA_839*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-181_262	-	-	-	-	-	-	-	-	-	-	-	SHV-26_1296	-	-	-	-	SulII_1219	SulI_1616	-	TetA_1545	-	-	-	-	-
SRR3222406	34	2	3	6	1	9	7	4	0	-	76.2638571429	0.161290322581	-	-	Aac3-IId_884*	-	-	-	-	-	-	-	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	ArmA_65	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-181_262	-	-	-	-	-	-	-	-	-	-	-	SHV-26_1296	-	-	-	-	SulII_1219	SulI_1616	-	-	-	-	-	-	-
SRR3222408	failed	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId_884*	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-181_262	-	-	-	-	-	-	-	-	-	-	-	SHV-26_1296	-	-	-	-	SulII_1219	-	-	-	-	-	-	-	-
SRR3222415	525	4	4	1	1	48	1	22	mdh_1/trun	-	96.4765714286	0.202247191011	-	-	Aac3-IIa_882*	-	-	-	-	-	-	-	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA21_1091*	-	-	-	-	-	FloR_1212*	-	-	-	-	-	-	MphE_788*	-	MsrE_303	-	-	-	-	OXA-163_261	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB10_2	-	-	-	LEN-15_1424*?	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	-	TetA_1545	-	-	-	-	-
SRR4302174	147	3	4	6	1	7	4	38	0	-	59.4471428571	0.12	-	-	-	-	-	-	-	-	-	AacA4_1679*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	CatA2_1182*	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	RmtB_1580	-	RmtF_68	SHV-81_1347*	-	StrA_1501	StrB_1614	-	-	SulI_1616	TEM-206_1712*	-	-	-	-	-	-
SRR5093760	147	3	4	6	1	7	4	38	0	-	144.082714286	0.0980392156863	-	-	-	-	-	-	-	-	-	AacA4_1679*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663*?	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	RmtB_1580	-	RmtF_68	SHV-39_1309*	-	-	-	-	-	SulI_1616	TEM-30_907*	-	-	-	-	-	-
SRR5093762	147	3	4	6	1	7	4	38	0	-	132.533	0.114583333333	-	-	-	-	-	-	-	-	-	AacA4_1679*?	-	-	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	-	-	RmtF_68	SHV-39_1309*?	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR6793800	395	3	1	2	4	1	1	4	0	-	130.281142857	0.225609756098	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	DfrA1_319	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-1_520	-	-	OXA-48_258	-	-	-	OqxA_1044	OqxB_49	-	Qnr-S1_1455	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-206_1712*	TetA_1545	-	-	-	-	-
SRR6793801	15	1	1	1	1	1	1	1	0	-	130.206142857	0.159663865546	-	-	Aac3-IId_884*	-	-	-	-	-	-	AadA16_1681*	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	Arr3_275	-	-	-	-	CTX-M-27_109	-	-	-	-	-	-	DfrA27_311	-	-	-	DfrA12_1089	-	-	-	-	-	FloR_1212*	-	-	-	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	Qnr-S1_1455	QnrB2_11*	-	-	-	SHV-100_1362	-	-	-	-	-	SulI_1616	TEM-206_1712*	TetA_1545*	-	-	-	-	-
SRR6793808	628	2	60	11	1	4	8	24	0	-	133.740285714	0.158620689655	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	OXA-1_520?	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	-	-	-	SHV-148_1391*?	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-206_1712*	TetA_1545	-	-	-	-	-
SRR6793812	failed	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6-Ib_1677	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MphA_1663	-	-	-	NDM-1_1220	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB7_46*	-	RmtC_1479	-	SHV-11_1287	-	-	-	-	-	SulI_1616*	-	TetA_1545	-	-	-	-	-
SRR6793814	231	2	6	1	3	26	1	77	0	-	130.533714286	0.181286549708	-	-	-	-	-	-	-	-	-	AacA4_1679*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663	-	-	-	-	-	-	-	OXA-181_262*	-	-	-	OqxA_1044*	OqxB_49*	-	Qnr-S1_1455	-	-	-	RmtF_68	SHV-100_1362*	-	-	-	-	-	SulI_1616	TEM-214_1718*	-	-	-	-	-	-
SRR6793816	16	2	1	2	1	4	4	4	0	-	97.0721428571	0.225274725275	-	-	-	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	MphA_1663	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	-	-	-	SHV-148_1391*?	-	-	-	-	-	SulI_1616	TEM-186_1024*?	-	-	-	-	-	-
SRR6793817	16	2	1	2	1	4	4	4	0	-	118.431142857	0.300448430493	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	-	-	-	SHV-148_1391*?	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR6793818	628	2	60	11	1	4	8	24	0	-	163.570428571	0.212560386473	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	-	-	-	SHV-148_1391*?	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-214_1718*	TetA_1545	-	-	-	-	-
SRR6793820	45	2	1	1	6	7	1	12	0	-	149.44	0.245033112583	-	-	-	-	-	-	-	-	-	-	-	AadA2_1605*	AadB_1085	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA1_319*?	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	Qnr-A1_1461*	-	-	-	-	-	SHV-148_1391*?	-	-	-	-	-	SulI_1616	-	-	-	-	-	VIM-1_221	-
SRR6793821	1537	2	1	2	1	12	1	46	0	-	103.698857143	0.194444444444	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-58_168*	-	-	-	CatB4_602*?	-	-	-	-	-	-	-	-	-	-	-	-	-	FloR_1212	-	-	-	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB19_10	-	-	-	SHV-185_1474*	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-150_999*	TetA_1545*?	-	-	-	-	-
SRR6793830	45	2	1	1	6	7	1	12	0	-	168.234428571	0.295	-	-	-	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-1_520	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	Qnr-S1_1455	QnrB1_1*	-	-	-	SHV-27_1297	-	StrA_1501*	StrB_1614	-	SulII_1219*	-	TEM-176_1018*	-	-	-	-	-	-
SRR6793832	11	3	3	1	1	1	1	4	0	-	134.453714286	0.254545454545	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	CTX-M-65_117	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	FosA_751	-	KPC-2_797	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	RmtB_1580	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-206_1712*	-	-	-	-	-	-
SRR6793833	551	3	1	1	1	9	4	135	0	-	127.569428571	0.162561576355	-	-	-	-	-	-	-	-	-	AadA16_1681*	-	-	-	-	-	AmpH_634*	-	-	-	-	Arr3_275	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	DfrA27_311	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB19_10?	-	-	-	SHV-155_1398*?	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	TEM-206_1712*	TetA_1545	-	-	-	-	-
SRR6793837	628	2	60	11	1	4	8	24	0	-	108.965	0.28125	-	-	Aac3-IIe_885*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	-	-	-	SHV-148_1391*?	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-214_1718*	TetA_1545	-	-	-	-	-
SRR6793839	395	3	1	2	4	1	1	4	0	-	118.081	0.21568627451	-	-	-	-	-	-	-	-	-	Aac6Ib-cr_1678*?	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA1_319	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NDM-1_1220	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	RmtC_1479	-	SHV-11_1287	-	-	-	-	-	SulI_1616	-	TetA_1545	-	-	-	-	-
SRR6793845	48	2	5	2	2	7	1	10	0	-	133.348142857	0.207792207792	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	DHA-1_349	-	-	-	-	-	-	-	-	-	-	-	-	-	IMP-26_1119	-	-	-	-	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB4_32	-	-	-	SHV-1_1279*	-	-	-	-	-	SulI_1616	TEM-206_1712*	TetA_1545	-	-	-	-	-
SRR6793853	1593	4	1	11	1	9	4	59	0	-	129.289	0.201342281879	-	-	-	-	-	-	-	-	-	Aac6Ib-cr_1678*?	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	CTX-M-15_150	-	-	CatA2_1182*	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	MphA_1663	-	-	-	-	-	-	-	OXA-48_258	-	-	-	OqxA_1044*	OqxB_49*	-	Qnr-S1_1455	-	-	-	-	SHV-79_1345*	-	StrA_1501*	StrB_1614*	-	SulII_1219	SulI_1616	TEM-186_1024*?	TetA_1545	-	-	-	-	-
